high_IS_area_km2,high_IS_frac,mean_IS,p90_IS,year,high_NDBI_area_km2,high_NDBI_frac,mean_NDBI,p90_NDBI,high_NDBI_masked_area_km2,high_NDBI_masked_frac,mean_NDBI_masked,p90_NDBI_masked
0.012249840087890625,3.951581349591019e-06,0.2748701624129194,0.41603339067743794,1990,0.3514243628540039,0.11823232120674135,-0.3947096529626143,-0.17550994401017447,0.3514243628540039,0.11823232120674133,-0.27026339327806115,-0.12897911599788273
0.004600325561523438,1.540372437437642e-06,0.2658635714725158,0.39244400113533573,1991,0.30018350244140624,0.07019749512139102,-0.4132164272360361,-0.13677478077684482,0.30018350244140624,0.07019749512139101,-0.23373894890445554,-0.09771497471241324
1.0783070924450444,0.0002704117208718145,0.34836872861107127,0.4941267673882556,1992,0.3923312294921875,0.16057809034778645,-0.36958444534556684,-0.12112313860040874,0.3923312294921875,0.16057809034778642,-0.2226731229679385,-0.08988330513350704
0.033892137878417966,9.527868736648547e-06,0.3148117890239089,0.41987334066203497,1993,0.31095657775878904,0.02712385354678205,-0.3293132007898628,-0.06639300814675222,0.3025566225585937,0.026399203866534063,-0.14117237533773033,-0.03522977789209922
0.21062522259521485,5.280722222207995e-05,0.35209367760836385,0.4863201341163155,1994,0.4167042711791992,0.026590204456569885,-0.3607310384861265,-0.08206465948232147,0.4167042711791992,0.026590907025507263,-0.19500294252300238,-0.043090987569292034
0.0007628251342773438,2.3793387883508433e-07,0.28169279963661875,0.4277846678250109,1995,0.2691172736816406,0.03912126406511306,-0.41715022408665264,-0.1367930596874895,0.2691172736816406,0.03912126406511306,-0.25030374253387244,-0.08986847842427752
0.011548237983015472,2.8220282964286817e-06,0.3591626670164297,0.47459701394253145,1996,0.2262355902709961,0.013825201550576373,-0.3596148817547813,-0.050917990563184155,0.2262355902709961,0.013825201550576371,-0.13985094647154866,-0.02737113491020696
0.18000632720947266,5.529087509651722e-05,0.2840537844096296,0.4472606722057125,1997,0.4055181497192383,0.037945803832879724,-0.4249773544033886,-0.11327918864928803,0.4055181497192383,0.03794580383287973,-0.22845651546778226,-0.07425754526288697
0.04072057891845703,1.1023830791127346e-05,0.3249894894678924,0.46680302566828985,1998,0.5728846256713868,0.050998947972536554,-0.3583411873435412,-0.08990002064560935,0.5728846256713868,0.050999757457731915,-0.18584111348813867,-0.058649439112613805
0.009950832885742188,3.0616913044792716e-06,0.2871215407648179,0.44726398018245156,1999,1.0082543897094727,0.0506323743217413,-0.402428951888746,-0.06653398324279508,1.0082543897094727,0.05063237432174128,-0.19169525224921222,-0.027405829614768503
1.2179305012757542,0.00031117559670431786,0.3392488335836396,0.48242854591043255,2000,1.1381450140991212,0.09328628836376131,-0.31752545140429567,-0.09768986454915815,1.1381450140991212,0.0932862883637613,-0.19371873867436679,-0.05861664172327676
1.095823577758789,0.0002765645474057603,0.3460948997015704,0.4863468541791589,2001,1.4136313583984375,0.06807819734815217,-0.3357460072781962,-0.05868928947225826,1.4136313583984375,0.06807819734815215,-0.14314748900928467,-0.0273451193091202
0.4445379242553711,0.00010791394492838942,0.35869841879664444,0.49412389026891357,2002,1.6165327723999023,0.06921009419796102,-0.30381657838104104,-0.042817615480617306,1.6165327723999023,0.06921009419796101,-0.13353927812890798,-0.019324047791843945
0.0750320941772461,1.6766676727795134e-05,0.3882549504378841,0.4980405339183711,2003,3.333530400819786,0.0691381729175042,-0.3074631002861211,-0.011786910071734937,3.333530400819786,0.0691382162737652,-0.09293355498275635,0.0038229485636565833
6.244163517652085,0.0012534162338078384,0.4307349790239846,0.5644369666758705,2004,2.843444388615149,0.09775874473144129,-0.30789323820940595,-0.042963120422103186,2.843444388615149,0.09775874473144129,-0.1404970194613339,-0.019588049615996677
0.02999085986328125,7.935637793103153e-06,0.3262693703482936,0.45507502180282566,2005,6.657649992945772,0.17768764610538018,-0.3122012068918113,-0.050744685453865616,6.657649992945772,0.17768770341369014,-0.16253831316348774,-0.01958748809749458
11.136700324314251,0.0021422178837121396,0.4458912911025429,0.5800874606686975,2006,8.602361461884144,0.21669066977487839,-0.30333449469407536,-0.04298125307521911,8.602361461884144,0.21669278069754805,-0.14871853162086365,-0.01957914033499025
0.7698774338378906,0.0001780416303813743,0.37128039865502005,0.5058587945771182,2007,10.479167238750383,0.22478658390723646,-0.3204307248529203,-0.03530762876061985,10.479167238750383,0.2247865839072364,-0.13803066277506987,-0.011800299005502939
0.14242097253417968,3.3231215022580166e-05,0.3644279952178746,0.4882362249506365,2008,29.924670392296168,0.4180149207570524,-0.2566685390395311,-0.019568166417282304,29.924670392296164,0.41801492075705227,-0.12135188054408114,0.0038314419038249182
0.5512207009277343,0.0001393792188449312,0.33764349490036344,0.48633244860915426,2009,21.06198368395158,0.36599657595393337,-0.31434736978457495,-0.04301010546559266,21.06198368395158,0.36599657595393337,-0.15733660502987623,-0.01176888695570018
1.491220187410003,0.00032610263697909375,0.3890290271660667,0.5136549967314273,2010,21.48103406266874,0.2731665643663247,-0.29008456668594285,-0.011768244226769755,21.481034062668744,0.2731665643663248,-0.10405848346576274,0.019449271369449236
2.0341465532836915,0.0004509333753648419,0.38091406556198637,0.517579811376624,2011,16.6129105847089,0.20195147932393476,-0.2613684550990396,-0.011821054201857467,16.612910584708896,0.2019520490253948,-0.12571344718186964,0.01948299195242935
2.576150969709329,0.0005872475645614592,0.3699488518661443,0.5115975725413946,2012,18.796153460886277,0.3063893509369258,-0.3235816704692474,-0.03532956983159433,18.796153460886277,0.3063918210740396,-0.1597596374432632,-0.003964793416154499
0.00611719091796875,1.584359193188517e-06,0.3251757338555178,0.4394366132522404,2013,9.783407017296884,0.16155080802071178,-0.2816297681725124,-0.019536019202563436,9.780357840844248,0.16152822303894934,-0.1196739090116584,0.0038172367146504147
